2017-05-13 20:47:38,24.3,26.5
2017-05-13 20:47:56,24.5,26.5
2017-05-13 20:48:13,24.3,26.5
2017-05-13 22:00:06,24,26.5
2017-05-13 22:00:24,24.3,26.5
2017-05-13 22:00:59,24,26.5
2017-05-13 22:01:35,24.3,26.5
2017-05-13 22:01:53,24,26.5
2017-05-13 22:02:11,24.3,26.5
2017-05-13 22:02:29,24,26.5
2017-05-13 23:50:25,24.3,26.5
2017-05-13 23:50:43,24,26.5
2017-05-13 23:51:37,24.3,26.5
2017-05-13 23:51:55,24,26.5
2017-05-13 23:54:36,24.3,26.5
2017-05-13 23:54:54,24,26.5
2017-05-13 23:58:10,24.3,26.5
2017-05-13 23:58:28,24,26.5
2017-05-13 23:59:40,24.3,26.5
2017-05-13 23:59:58,24,26.5
2017-05-14 00:02:57,24.3,26.5
2017-05-14 00:03:15,24,26.5
2017-05-14 00:05:20,24.3,26.5
2017-05-14 00:05:38,24,26.5
2017-05-14 00:05:56,24.3,26.5
2017-05-14 00:06:14,24,26.5
2017-05-14 00:06:32,24.3,26.5
2017-05-14 00:06:50,24,26.5
2017-05-14 00:07:25,24.3,26.5
2017-05-14 00:07:43,24,26.5
2017-05-14 00:08:37,24.3,26.5
2017-05-14 00:08:55,24,26.5
2017-05-14 00:09:13,24.3,26.5
2017-05-14 00:09:31,24,26.5
2017-05-14 00:09:49,24.3,26.5
2017-05-14 00:10:07,24,26.5
2017-05-14 00:10:43,24.3,26.5
2017-05-14 00:11:01,24,26.5
2017-05-14 00:11:36,24.3,26.5
2017-05-14 00:11:54,24,26.5
2017-05-14 00:12:48,24.3,26.5
2017-05-14 00:13:24,24,26.5
2017-05-14 00:14:53,24.3,26.5
2017-05-14 00:15:11,24,26.5
2017-05-14 00:15:47,24.3,26.5
2017-05-14 00:16:05,24,26.5
2017-05-14 00:16:23,24.3,26.5
2017-05-14 00:17:52,24,26.5
2017-05-14 00:18:10,24.3,26.5
2017-05-14 00:19:22,24,26.5
2017-05-14 00:19:40,24.3,26.5
2017-05-14 00:20:34,24,26.5
2017-05-14 00:20:52,24.3,26.5
2017-05-14 00:21:27,24,26.5
2017-05-14 00:21:45,24.3,26.5
2017-05-14 00:23:51,24,26.5
2017-05-14 00:24:09,24.3,26.5
2017-05-14 00:24:27,24,26.5
2017-05-14 00:24:44,24.3,26.5
2017-05-14 00:25:56,24,26.5
2017-05-14 00:26:14,24.3,26.5
2017-05-14 00:26:50,24,26.5
2017-05-14 00:27:08,24.3,26.5
2017-05-14 00:28:01,24,26.5
2017-05-14 00:28:19,24.3,26.5
2017-05-14 00:28:55,24,26.5
2017-05-14 00:29:13,24.3,26.5
2017-05-14 00:31:18,24,26.5
2017-05-14 00:31:36,24.3,26.5
2017-05-14 00:34:53,24,26.5
2017-05-14 00:35:29,24.3,26.5
2017-05-14 00:36:05,24,26.5
2017-05-14 00:36:23,24.3,26.5
2017-05-14 00:38:28,24,26.5
2017-05-14 00:38:46,24.3,26.5
